title	filenames	image id	captions
2017 EFL Trophy Final	EFL_Trophy_Final_2017_-_Outside_stadium_5.jpg	1001	support gather stadium game
2017 EFL Trophy Final	Maguire,_Chris.jpg	1002	chri maguir help oxford domin possess half coventri led half time
2017 EFL Trophy Final	Kyel_Reid_1_cropped_and_brightened.png	1003	kyel reid set coventry' goal
2018 European Golf Team Championships - Mixed team	Gold_medal_icon.svg	1004	gold medal
2018 European Golf Team Championships - Mixed team	Silver_medal_icon.svg	1005	silver medal
2018 European Golf Team Championships - Mixed team	Bronze_medal_icon.svg	1006	bronz medal
2018 European Golf Team Championships - Mixed team	Scotland_relief_location_map.jpg	1007	gleneagl locat scotland
2014 FIBA Basketball World Cup Final	Vista_del_Palacio_de_los_Deportes.jpg	1008	barclaycard center venu 2014 fiba basketbal world cup final
2010 Algerian Cup Final	Stade_5_Juillet_1962.jpg	1009	stade du 5 juillet host match
2021 FA Vase Final	Wembley_Stadium_interior.jpg	1010	wembley stadium host final
2018 Albanian Cup Final	Panoramic_view_of_Elbasan_Arena.jpg	1011	elbasan arena elbasan held final
2017–18 Hampton Pirates men's basketball team	Cruz_Roja.svg	1012	injur
2017–18 Hampton Pirates men's basketball team	Redshirt.svg	1013	redshirt
2018 Liège–Bastogne–Liège (women's race)	2018_LBL_Redoute_W01.jpg	1014	left kasia niewiadoma paulin ferrand prévot ashleigh moolman sabrina stultien lead peloton côte de la redout 36 km finish
2018 Liège–Bastogne–Liège (women's race)	Liege-Bastogne-Liege_women_2017.png	1015	rout 2018 women' event
2018 Liège–Bastogne–Liège (women's race)	TV-icon-2.svg	1016	uci report
2018 Liège–Bastogne–Liège (women's race)	2018_Amstel_Gold_Race_Ladies_212.jpg	1017	race winner anna van der breggen pictur 2018 amstel gold race increas lead 2018 uci women' world tour
2017 AFC Champions League Final	Saitama_Stadium_Panorama.jpg	1018	saitama stadium 2002 saitama japan host leg
2010 DFB-Pokal Final	2010_DFB-Pokal_Final_programme.jpg	1019	match programm cover
2018 CAF Confederation Cup Final	Stade_Mohamed_V,_Casablanca.jpg	1020	stade moham casablanca morocco host leg
2018 CAF Confederation Cup Final	Martyrs_stadium.jpg	1021	stade de martyr kinshasa democrat republ congo host leg
2009 Algerian Cup Final	Stade_Tchaker.jpg	1022	mustapha tchaker stadium host match
2014 Oklahoma state elections	2014_Oklahoma_superintendent_of_public_instruction_election_results_map_by_county.svg	1023	result counti cox 60 70 cox 50 60 hofmeist 70 80 hofmeist 60 70 hofmeist 50 60
2014–15 College of Charleston Cougars men's basketball team	Cruz_Roja.svg	1024	injur
2014–15 College of Charleston Cougars men's basketball team	Redshirt.svg	1025	redshirt
2021–22 Juventus F.C. (women) season	UWCL_Juventus_-_Chelsea_13-10-2021.jpg	1026	kick home game versu chelsea juventu stadium 13 octob 2021
2019 AFC Champions League Final	Saitama_stadium.png	1027	saitama stadium 2002 saitama japan
2015 AFC Champions League Final	Rashid_Stadium3.jpg	1028	al rashid stadium host leg final
2015 AFC Champions League Final	Tianhe_Stadium.jpg	1029	tianh stadium host leg final
2017 FIBA Europe Cup Final	Elan_Chalon_-_Nanterre_(finale_Coupe_d'Europe_FIBA)_16.jpg	1030	scene leg final le colisé
2017 FIBA Europe Cup Final	Europe_blank_laea_location_map.svg	1031	2017 fiba europ cup final locat europ
2019 Copa del Rey Final	Final_Copa_del_Rei_2019_(2).jpg	1032	estadio benito villamarín prior final
2015 Albanian Cup Final	QemalStafaStadiumTirana.JPG	1033	qemal stafa stadium tirana held final
2017 Jecheon fire	South_Korea_adm_location_map.svg	1034	2017 jecheon fire locat south korea
2010 AFC Champions League Final	Seongnam_Ilhwa_Chunma_AFC_Champions_League_2010_Champions.jpg	1035	2010 afc champion leagu winner seongnam ilhwa chunma
2022 Copa Libertadores Final	Estadio_BSC.jpg	1036	estadio monument guayaquil host final
2015 Taça de Portugal Final	StadionJamor.JPG	1037	estádio nacion
2017 Olathe, Kansas shooting	USA_Kansas_location_map.svg	1038	2017 olath kansa shoot locat kansa
2017 Olathe, Kansas shooting	Usa_edcp_location_map.svg	1039	2017 olath kansa shoot locat unit state
2013 AFC U-22 Championship Final	Seeb_stadium.jpg	1040	seeb stadium seeb host final
2019 CONCACAF Champions League Final	MONTERREY_2019_SCOTIABANK_CONCACAF_CHAMPIONS_LEAGUE_CHAMPIONS.jpg	1041	monterrey player celebr win titl
2019 CONCACAF Champions League Final	Estadio_Universitario_Concachampions.jpg	1042	estadio universitario san nicolá de lo garza mexico host leg
2019 CONCACAF Champions League Final	Clásico_Regio_112.jpg	1043	estadio bbva bancom guadalup mexico host leg
2017 Peru Census	PPK_Censo_2017.jpg	1044	presid peru pedro pablo kuczynski invit popul particip 2017 censu
2011 AFC Champions League Final	Belhadj_vs_USA.jpg	1045	nadir belhadj convert win penalti
2011 AFC Champions League Final	Al_Sadd_AFC_Champions_League.jpg	1046	al sadd player celebr time win acl trophi
2019 FA Vase Final	Wembley_Stadium_interior.jpg	1047	wembley stadium host final
2010–11 College of Charleston Cougars men's basketball team	Cruz_Roja.svg	1048	injur
2010–11 College of Charleston Cougars men's basketball team	Redshirt.svg	1049	redshirt
207th Military Intelligence Brigade (United States)	207MIBdeSSI.png	1050	207th mib shoulder sleev insignia
2017 Taça da Liga Final	Estádio_do_Algarve.jpg	1051	estádio algarv
2011 I-League 2nd Division Final Round	India_location_map.svg	1052	2011 leagu 2nd divis final round locat india
2010–11 Hampton Pirates men's basketball team	Cruz_Roja.svg	1053	injur
2010–11 Hampton Pirates men's basketball team	Redshirt.svg	1054	redshirt
2012 Conference Premier play-off Final	Luton_fans_at_Wembley_2012.png	1055	luton support match
2018 Wrestling World Cup - Men's freestyle	Gold_medal_icon.svg	1056	gold medal
2018 Wrestling World Cup - Men's freestyle	Silver_medal_icon.svg	1057	silver medal
2018 Wrestling World Cup - Men's freestyle	Bronze_medal_icon.svg	1058	bronz medal
2019 Southeast Asian Games cauldron	New_Clark_City_Stadium_-_SEAG_cauldron,_garden,_Athletes_Village_(Capas,_Tarlac;_12-06-2019).jpg	1059	cauldron
2019 Southeast Asian Games cauldron	New_Clark_City_Stadium_-_SEAG_cauldron_and_sign,_night_(Capas,_Tarlac;_12-08-2019).jpg	1060	cauldron night biennial game
2019 Southeast Asian Games marketing	We_Win_As_One_2019_SEA_Games_Motto.png	1061	win offici motto 2019 game
2020 Copa del Rey Final	Panoramio_-_V&A_Dudush_-_Estadio_Olímpico_57_619.jpg	1062	la cartuja sevil host final
73rd Space Group	73d_Space_Group.png	1063	emblem 73d space group note 1
2012–13 Paksi SE season	Red_card.svg	1064	red card
2019 UEFA European Under-21 Championship Final	DaciArena.jpg	1065	dacia arena udin host final
90 Feet Road	90_Feet_Road_2014-08-08_18-50.jpg	1066	90 feet road ahm nagar ganderb
90 Feet Road	90_feet_road_2014-08-10_23-45.jpg	1067	90 feet road pandach ganderb
90 Feet Road	90_feet_road_2014-08-15_08-08.jpg	1068	90 feet road elahi bagh buchpora srinagar
2018 Coupe de la Ligue Final	Bordeaux_Larnaca_Nouveau_Stade_4.jpg	1069	nouveau stade de bordeaux bordeaux host final
2013 Algerian Cup Final	Stade_5_Juillet_1962.jpg	1070	stade du 5 juillet host match
2018–19 Paksi SE season	Red_card.svg	1071	red card
2011 Thai FA Cup Final	National_Stadium_Bangkok_(35559665256).jpg	1072	match place supachalasai stadium
2019 Wrestling World Cup - Men's freestyle	Gold_medal_icon.svg	1073	gold medal
2019 Wrestling World Cup - Men's freestyle	Silver_medal_icon.svg	1074	silver medal
2019 Wrestling World Cup - Men's freestyle	Bronze_medal_icon.svg	1075	bronz medal
2019–20 Hampton Pirates men's basketball team	Cruz_Roja.svg	1076	injur
2019–20 Hampton Pirates men's basketball team	Redshirt.svg	1077	redshirt
2020 I-League Qualifiers	India_location_map.svg	1078	locat 2019 20 leagu 2nd divis team
2016–17 College of Charleston Cougars men's basketball team	Cruz_Roja.svg	1079	injur
2016–17 College of Charleston Cougars men's basketball team	Redshirt.svg	1080	redshirt
2011 Magyar Kupa Final	Nepstadion1.jpg	1081	puská ferenc stadion host final
2020 Magyar Kupa Final	Puskás_Aréna_03.jpg	1082	puská aréna budapest host final
2016–17 I-League 2nd Division Final Round	India_location_map.svg	1083	locat 2016 17 leagu team 2nd divis final round
2021 CONCACAF League Final	Estadio_Carías.jpg	1084	estadio tiburcio caría andino tegucigalpa hondura host leg
2021 CONCACAF League Final	Tribuna_Mateo_Flores.jpg	1085	estadio doroteo guamuch flore guatemala citi guatemala host leg
2017 Africa U-17 Cup of Nations	Gabon_location_map.svg	1086	2017 africa 17 cup nation locat gabon
AFK Union Žižkov	AFK_Union_Žižkov,_stadion.jpg	1087	footbal field club
2013 Scottish League Cup Final	Scottish_League_Cup_final_programme_2013.jpg	1088	match programm cover
2017 Albanian Cup Final	Panoramic_view_of_Elbasan_Arena.jpg	1089	elbasan arena elbasan held final
2013 Super Rugby Final	Liam_Messam_at_fundraiser_dinner.jpeg	1090	chief flanker liam messam award man match final
2019 DFB-Pokal Final	2019_DFB-Pokal_Final_programme.jpg	1091	match programm cover
2019 DFB-Pokal Final	2019-03-30_Fußball,_Männer,_1._Bundesliga,_RB_Leipzig_-_Hertha_BSC_StP_3875_LR10_by_Stepro.jpg	1092	match dfb pokal final rb leipzig manag ralf rangnick
2019 DFB-Pokal Final	Niko_Kovac53.jpg	1093	bayern manag niko kovač reach consecut final
2017 Copa del Rey Final	Estadio_Vicente_Calderón_-_05.jpg	1094	vicent calderón stadium madrid held final
2018 Santosh Trophy Final	Salt_Lake_Stadium.jpg	1095	salt lake stadium kolkata
2013 Summer Universiade venues	Kazan-universiade-village-ne.jpg	1096	kazan universiad villag
2013 Summer Universiade venues	Центр_гребных_видов_спорта.jpg	1097	row center
2021 Albanian Cup Final	Full_view_of_Air_Albania_Stadium.jpg	1098	match play arena kombëtar tirana
2017 DFB-Pokal Final	2017_DFB-Pokal_Final_programme.jpg	1099	match programm cover
2018–19 College of Charleston Cougars men's basketball team	Cruz_Roja.svg	1100	injur
2018–19 College of Charleston Cougars men's basketball team	Redshirt.svg	1101	redshirt
2021 Copa do Brasil Finals	Mineirão_(Top_View).jpg	1102	mineirão belo horizont host leg
2021 Copa do Brasil Finals	Arenadabaixada2.jpg	1103	arena da baixada curitiba host leg
2018–19 Hampton Pirates men's basketball team	Cruz_Roja.svg	1104	injur
2018–19 Hampton Pirates men's basketball team	Redshirt.svg	1105	redshirt
Aaro Oral	Yaro_Oraal.jpg	1106	yaro oraal product cast left verma protima ack raja ravindranath
2019 Albanian Cup Final	Panoramic_view_of_Elbasan_Arena.jpg	1107	elbasan arena elbasan hold final
2012 Thai FA Cup Final	National_Stadium_Bangkok_(35559665256).jpg	1108	match place supachalasai stadium
2021 Russian Cup Final	Nizhny_Novgorod_Stadium_asv2019-05.jpg	1109	even view nizhni novgorod stadium
2014 Challenge Cup Final	Wembley_Stadium_during_the_2014_Challenge_Cup_Final_(23rd_August_2014)_007.JPG	1110	2014 challeng cup final open ceremoni
2014 Challenge Cup Final	Teams_lining_up_before_the_2014_Challenge_Cup_Final_(23rd_August_2014)_004.JPG	1111	team walk wembley tunnel game
2014 Challenge Cup Final	2014_Challenge_Cup_Final_(23rd_August_2014)_002.JPG	1112	leed rhino play ball match
2014 Challenge Cup Final	2014_Challenge_Cup_presentation_(23rd_August_2014)_002.JPG	1113	leed rhino celebr victori
2019 Rugby World Cup Final	International_Stadium_Yokohama-1.jpg	1114	intern stadium yokohama host match
2019 Rugby World Cup Final	Rugby_World_Cup_Trophy.JPG	1115	webb elli cup
2019 Rugby World Cup Final	Bokke_Webb_Ellis-beker_toer_JHB_20191107_145403.jpg	1116	south africa' victori parad world cup
2014–15 Puskás FC season	Red_card.svg	1117	red card
2014–15 Puskás FC season	Red_card.svg	1118	red card
2014 Coupe de la Ligue Final	Thiago_Silva,_Coupe_de_la_Ligue_2014.JPG	1119	psg captain thiago silva trophi
2019 Southeast Asian Games Parade of Nations	2019_Southeast_Asian_Games_opening_Philippines_parade.jpg	1120	philippin deleg
2019 Southeast Asian Games Parade of Nations	2019_SEA_Games_opening_brunei.jpg	1121	brunei darussalam deleg make philippin arena
2015 Conference Premier play-off Final	Wembley_Stadium_during_London_2012_Olympic_Games.JPG	1122	wembley stadium venu match
2021 in politics and government	Possible_routes_of_alleged_Russian_invasion_of_Ukraine_(January_2022).png	1123	map show alleg russian plan publish separ bild 9 center strateg intern studi 10
2017 Scottish Challenge Cup Final	Irnbrucupf2017.jpg	1124	offici match day programm
2019 Taça de Portugal Final	StadionJamor.JPG	1125	estádio nacion
2021–22 College of Charleston Cougars men's basketball team	Cruz_Roja.svg	1126	injur
2021–22 College of Charleston Cougars men's basketball team	Redshirt.svg	1127	redshirt
2017 Southeast Asian Games opening ceremony	Parade_of_Nations_KL2017.jpg	1128	parad nation open ceremoni 29th southeast asian game
2014 Russian Cup Final	FC_Rostov_winner_Russian_cup_2013-14.jpg	1129	fc rostov winner russian cup 2013 14
2013 AT183	2013_AT183-orbit.png	1130	orbit 2013 at183
2014 Slovenian Football Cup Final	Bonifika_2013.jpg	1131	bonifika stadium
2020 Albanian Cup Final	Full_view_of_Air_Albania_Stadium.jpg	1132	match play arena kombëtar tirana
Acacia aneura var. aneura	Acacia_aneura_var._aneura_habit.jpg	1133	habit
2015 AFC Asian Cup Final	2015_Asian_Cup_Final.jpg	1134	final held stadium australia
2015 AFC Asian Cup Final	Sydney-Galaxy-homebush.jpg	1135	stadium australia sydney host 2015 afc asian cup final
2015 AFC Asian Cup Final	2015_AFC_Asian_Cup_opening_match_Australia_Kuwait,_9_January_2015.jpg	1136	australia' open match kuwait melbourn rectangular stadium
2015 AFC Asian Cup Final	Dj_Havana_Brown_(cropped).jpg	1137	havana brown perform close ceremoni
2022 Hazfi Cup Final	2021–22_Hazfi_Cup_Final_1.jpg	1138	celebr nassaji team
2017–18 Puskás FC season	Red_card.svg	1139	red card
2013 CAF Champions League Final	Osman_Ahmad_Osman_Stadium.jpg	1140	osman ahm osman stadium host podium al ahli lift trophi
2013 CAF Champions League Final	Orlando_Stadium.jpg	1141	orlando stadium johannesburg south africa host leg
2013 CAF Champions League Final	Osman_Ahmad_Osman_Stadium.jpg	1142	osman ahm osman stadium cairo egypt host leg
2015 King Cup Final	Thiago_Neves_Augusto.jpg	1143	thiago neve top scorer 2015 king cup
2018 AFC Champions League Final	2018_AFC_Champions_League_Final_Persepolis_v_Kashima_Antlers.JPG	1144	team coach match
2018 AFC Champions League Final	ACL_2018_Final_6.jpg	1145	persepoli fan match
2018 AFC Champions League Final	People_watching_2018_AFC_Champions_League_final_at_Tehran's_Laleh_Park_04.jpg	1146	peopl watch match tehran' laleh park
2013 Hazfi Cup Final	Persepolis_Sepahan_-_2013_Hazfi_Cup_Final_01.jpg	1147	sepahan player celebr win penalti
2018 AFC Cup Final	Basra_International_Stadium_Opening_2.JPG	1148	basra sport citi basra iraq host match
2020 CAF Champions League Final	Panorma_Cairo_Stadium.jpg	1149	cairo intern stadium cairo egypt host final
2015 CAF Confederation Cup Final	Orlando_Stadium.jpg	1150	orlando stadium johannesburg south africa host leg
2013 I-League 2nd Division Final Round	India_location_map.svg	1151	2013 leagu 2nd divis final round locat india
2020 Coupe de la Ligue Final	Germany_vs_Poland_0-0_(27103531294).jpg	1152	stade de franc saint deni host final
2013 Conference Premier play-off Final	Newport_County_Conference_National_play-off_winners_2013.jpg	1153	newport counti lift confer premier play winner trophi
Adams, Walworth County, Wisconsin	USA_Wisconsin_location_map.svg	1154	adam wisconsin locat wisconsin
Adams, Walworth County, Wisconsin	Usa_edcp_location_map.svg	1155	adam wisconsin locat unit state
2015 FA Women's Cup Final	Chelsea_Ladies_1_Notts_County_Ladies_0_(20201159612).jpg	1156	team flag fli wembley stadium
2020 FA Vase Final	Wembley_Stadium_interior.jpg	1157	wembley stadium host final
23 February 2017 Lahore explosion	Lahore_Map.PNG	1158	block market locat lahor
23 February 2017 Lahore explosion	Pakistan_Punjab_location_map.svg	1159	block market locat punjab pakistan
23 February 2017 Lahore explosion	Pakistan_location_map.svg	1160	block market locat pakistan
2020 Copa do Brasil Finals	Arena_do_Grêmio_2014.jpg	1161	arena grêmio porto alegr host leg
2020 Copa do Brasil Finals	Imagens_da_Cidade_de_São_Paulo_e_Zoológico_da_Capital_Paulista._(47480340301).jpg	1162	allianz parqu são paulo host leg
2022–23 LFA First Division	Liberia_location_map.svg	1163	2022 23 lfa divis locat liberia
2018 Thai League Cup Final	Thammasat_Stadium.jpg	1164	match place thammasat stadium
2020 Trump Tulsa rally	BOK_Center_faccade.JPG	1165	bok center venu ralli
2020 Trump Tulsa rally	President_Trump_Travels_to_OK_(50033251608).jpg	1166	trump disembark air forc tulsa intern airport en rout ralli
2020 Trump Tulsa rally	President_Trump_Travels_to_OK_(50033742512).jpg	1167	presid donald trump escort col stephen snelson command 89th airlift wing walk marin joint base andrew md saturday june 20 2020 air forc begin trip tulsa okla
2020 Trump Tulsa rally	Herman_Cain_by_Gage_Skidmore_4.jpg	1168	herman cain die juli 30 2020
2015–2016 wave of violence in Israeli–Palestinian conflict	Police_officers_in_September_2015_Temple_Mount_Riots.jpg	1169	isra policemen riot templ mount septemb 2015
