title	filenames	captions
Boco, Les Anglais, Haiti	Haiti_location_map.svg	Boco is located in Haiti
Botnur power plant	Elverkið_í_Botni.jpg	The Botnur hydroelectric plant, with its two water supply pipes.
Botnur power plant	Faroe_Islands_location_map.svg	Botnur power plant is located in Denmark Faroe Islands
Blue Shirts (Canada)	Flag_of_the_Parti_National_Social_Chrétien.svg	Party Flag
Bodybuilding at the 2005 Southeast Asian Games	SEA_Games_logo.svg	SEA Games Federation logo
Blueprints (Wage War album)	WageWarBlueprintsAE.jpg	Artwork used for the anniversary edition album cover.
Boötes III (dwarf galaxy)	Artist’s_impression_of_the_Milky_Way.jpg	The Milky Way Galaxy
Boötes III (dwarf galaxy)	Symbol_portal_class.svg	Portal
Brasilia TV Tower	Torre_de_TV_de_Brasília_-_DSC00092.JPG	TV Tower
Border Guard Bangladesh Padak (Service)	Boarder_Guard_Bangladesh_Padak_Service.png	Border Guard Bangladesh Padak (Service)
Borrowby, Hambleton	North_Yorkshire_UK_location_map.svg	Borrowby is located in North Yorkshire
Bükeler, Çamlıdere	Turkey_adm_location_map.svg	Bükeler is located in Turkey
Black Earth: The Holocaust as History and Warning	Black_Earth_-_The_Holocaust_as_History_and_Warning.jpg	First edition (US)
Bousquel, Chardonnières, Haiti	Haiti_location_map.svg	Bousquel is located in Haiti
Carrefour Gros Chaudiere, Tiburon, Haiti	Haiti_location_map.svg	Carrefour Gros Chaudiere is located in Haiti
C.N. Gorman Museum	Animal_Science_Building,_UC_Davis.jpg	Former museum location at Hart Hall, UC Davis
C-c motif chemokine ligand 27	Ideogram_human_chromosome_9.svg	Chromosome 9 (human)
C-c motif chemokine ligand 27	Human_chromosome_9_ideogram.svg	Chromosome 9 (human)
C-c motif chemokine ligand 27	HSR_1996_II_3.5e.svg	Genomic location for CCL27
C-c motif chemokine ligand 27	Red_rectangle_2x18.png	Genomic location for CCL27
C-c motif chemokine ligand 27	Ideogram_house_mouse_chromosome_4.svg	Chromosome 4 (mouse)
C-c motif chemokine ligand 27	Ideogram_of_house_mouse_chromosome_4.svg	Chromosome 4 (mouse)
C-c motif chemokine ligand 27	HSR_1996_II_3.5e.svg	Genomic location for CCL27
C-c motif chemokine ligand 27	Red_rectangle_2x18.png	Genomic location for CCL27
Bowling at the 2019 Southeast Asian Games – Mixed doubles	Gold_medal_icon.svg	gold medal
Bowling at the 2019 Southeast Asian Games – Mixed doubles	Silver_medal_icon.svg	silver medal
Bowling at the 2019 Southeast Asian Games – Mixed doubles	Bronze_medal_icon.svg	bronze medal
Bowers, Wisconsin	USA_Wisconsin_location_map.svg	Bowers, Wisconsin is located in Wisconsin
Bowers, Wisconsin	Usa_edcp_location_map.svg	Bowers, Wisconsin is located in the United States
Bowling at the 2019 Southeast Asian Games – Men's doubles	Gold_medal_icon.svg	gold medal
Bowling at the 2019 Southeast Asian Games – Men's doubles	Silver_medal_icon.svg	silver medal
Bowling at the 2019 Southeast Asian Games – Men's doubles	Bronze_medal_icon.svg	bronze medal
Boitsfort/Bosvoorde railway station	Gare_de_Boitsfort_platforms_on_a_foggy_morning_in_December_(Belgium).jpg	Boitsfort railway station
Bowling at the 2019 Southeast Asian Games – Men's team of 4	Gold_medal_icon.svg	gold medal
Bowling at the 2019 Southeast Asian Games – Men's team of 4	Silver_medal_icon.svg	silver medal
Bowling at the 2019 Southeast Asian Games – Men's team of 4	Bronze_medal_icon.svg	bronze medal
California's 24th State Senate district	Map_of_California_highlighting_Los_Angeles_County.svg	Los Angeles County map
Castle Rock (community), Wisconsin	USA_Wisconsin_location_map.svg	CastleRock is located in Wisconsin
Castle Rock (community), Wisconsin	Usa_edcp_location_map.svg	CastleRock is located in the United States
Caliphyllidae	Polybranchia_orientalis.png	Polybranchia orientalis
Caleao	Spain_location_map_with_provinces.svg	Caleao is located in Spain
Caleao	Caleao.jpg	View of Caleao
Caleao	Flag_of_Asturias.svg	Flag of Asturias
Brookfield (corporation)	Toronto_-_ON_-_TD_Canada_Trust_Tower2.jpg	Headquarters at Brookfield Place
Boötes II (dwarf galaxy)	Artist’s_impression_of_the_Milky_Way.jpg	The Milky Way Galaxy
Boötes II (dwarf galaxy)	Symbol_portal_class.svg	Portal
Catalogue of Oriental Manuscripts, Xylographs etc. in Danish Collections, COMDC	AranbianManuscriptCodArabAdd53.tif	The front of the volume on an Arabic manuscript from 1781/82 (Cod. Arab.Add.53) with a text about the importance of praying to the Prophet followed by examples of prayers to the Prophet. The manuscript is described in COMDC Vol. 5.3 page 1284
Büyüksöyle, Elmalı	Turkey_adm_location_map.svg	Büyüksöyle is located in Turkey
Bošnjak, Petrovac	Serbia_adm_location_map.svg	Bošnjak is located in Serbia
Celorio	Spain_location_map_with_provinces.svg	Celoriu is located in Spain
Celorio	Playa_de_Celoriu.jpg	La Palombina beach, in Celorio.
Celorio	Flag_of_Asturias.svg	Flag of Asturias
British Ambassador's residence in Washington, D.C.	Hallway_in_the_Chancery_and_residence_of_the_Ambassador_of_the_United_Kingdom,_Washington,_D.C_LCCN2011631264.tif	Hallway in the residence
Central Lawrenceville (Pittsburgh)	Butler_Street_Gatehouse.jpg	Butler Street Gatehouse of Allegheny Cemetery
Central Lawrenceville (Pittsburgh)	Government_Way_city_steps_in_Central_Lawrenceville_Pittsburgh.jpg	The Government Way city steps in Central Lawrenceville Pittsburgh. Photo by Laura Zurowski.
Branstad, Wisconsin	USA_Wisconsin_location_map.svg	Branstad is located in Wisconsin
Branstad, Wisconsin	Usa_edcp_location_map.svg	Branstad is located in the United States
Central Vietnam Helicopter Company	Logo_of_VNH_Central.png	Logo of VNH Central
Botanichesky Sad (Kaluzhsko–Rizhskaya line)	Moscow_metro_lines_geographical.svg	Botanichesky Sad is located in Moscow Metro
Botanichesky Sad (Kaluzhsko–Rizhskaya line)	MosMetro_Botanichesky_Sad_south_01-2017.jpg	Southern entrance rotunda
Brazilian corvette Inhaúma (V-30)	Corveta_inhauma.jpg	Cv Inhaúma on 31 March 2007
Brazilian corvette Inhaúma (V-30)	Corvetas_Jaceguai_(V31)_e_Inhaúma_(V30)_(16399474198).jpg	Cv Jaceguai and Cv Inhaúma on 8 January 2015
Brazilian corvette Inhaúma (V-30)	Navio_de_Apoio_Oceanográfico_Ary_Rongel_parte_rumo_à_Antártica_(37417083380).jpg	Cv Jaceguai and Cv Inhaúma on 13 October 2017
Cephalotaxaceae	Cephalotaxus_harringtonia_BotGardBln1105WithSeeds.JPG	Cephalotaxus harringtonii
Ca Goulmie, Port-Salut, Haiti	Haiti_location_map.svg	Ca Goulmie is located in Haiti
Brodsworth Main F.C.	Brodsworth_Welfare_A.F.C._changing_rooms.jpg	View of Changing Rooms from pitch entry/exit point.
Brodsworth Main F.C.	BrodsworthWAFC_pitch_entry_point.jpg	View of pitch from changing rooms.
Brodsworth Main F.C.	Pitch_from_Welfare_Road_End.jpg	View of pitch from Welfare Road end towards Princess Street Stand.
Brodsworth Main F.C.	Inside_of_Clubhouse.jpg	Inside view of new clubhouse
Changshaoying Manchu Ethnic Township	赵家湾农业产业园_-_Zhaojiawan_Agriculture_Park_-_2012.09_-_panoramio.jpg	Zhaojiawan Agricultural Park within the town, 2012
Changshaoying Manchu Ethnic Township	Changshaoying_Manchu_Ethnic_Township,_Huairou_District,_Beijing_(20221023).png	Location in Huairou District
Changshaoying Manchu Ethnic Township	China_Beijing_adm_location_map.svg	Changshaoying Manchu Ethnic Township is located in Beijing
Changshaoying Manchu Ethnic Township	China_edcp_location_map.svg	Changshaoying Manchu Ethnic Township is located in China
Bowling at the 2019 Southeast Asian Games – Men's singles	Gold_medal_icon.svg	gold medal
Bowling at the 2019 Southeast Asian Games – Men's singles	Silver_medal_icon.svg	silver medal
Bowling at the 2019 Southeast Asian Games – Men's singles	Bronze_medal_icon.svg	bronze medal
Camp de concentration d'Argelès-sur-Mer	GCE_frente_en_feb_1939.svg	Last area under Republican control after the Fall of Catalonia in February 1939. French authorities would not allow Spanish Republican military units to be transferred to this zone after having entered France.
Camp de concentration d'Argelès-sur-Mer	Monolito_playa_Argeles.jpg	Commemorative monument for the survivors of the retirada (retreat).
Ca Vilason, Saint-Jean-du-Sud, Haiti	Haiti_location_map.svg	Ca Vilason is located in Haiti
Brussels International (1910)	Expo_brussels_poster.jpg	Poster for the 1910 Brussels World's Fair
Brussels International (1910)	Algemeens_Wereldtentoonstelling_van_Brussel_1910_-_Koloniale_Afdeeling_Park_van_Tervueren_(imp._E._&_H._Mertens).jpg	Poster for the colonial section of the Brussels International Exposition of 1910
Brussels International (1910)	Plan_de_l'Exposition_de_Bruxelles_de_1910.png	Map of the 1910 World's Fair in the Solbosch district of Brussels
Brussels International (1910)	Side_view_of_the_Tunisian_Pavilion_at_the_Brussels_International_Exposition_of_1910.jpg	Tunisian pavilion
Brussels International (1910)	Village_sénégalais_à_l'Expo_1910.jpg	Entrance to the 'Senegalese Village'
Brussels International (1910)	App0374.jpg	La création du monde pavilion
Brussels International (1910)	American_wild_west_show_Brussels_1910.jpg	View of part of the attractions (American Wild West Show pictured)
Brussels International (1910)	Arbre_Géant_Expo_Bruxelles_1910.jpg	The giant tree
Chardonnières, Chardonnières, Haiti	Haiti_location_map.svg	Chardonnières is located in Haiti
Bowling at the 2019 Southeast Asian Games – Women's singles	Gold_medal_icon.svg	gold medal
Bowling at the 2019 Southeast Asian Games – Women's singles	Silver_medal_icon.svg	silver medal
Bowling at the 2019 Southeast Asian Games – Women's singles	Bronze_medal_icon.svg	bronze medal
Campo de Caso	Spain_location_map_with_provinces.svg	Campo de Caso is located in Spain
Campo de Caso	Flag_of_Asturias.svg	Flag of Asturias
Brussels National Airport railway station	Station_Brussels_Airport-Zaventem_Uitgang.jpg	Concourse level
Brussels National Airport railway station	Station_Brussel-Nationaal-Luchthaven.jpg	Tunnel to the railway station (south of airport)
Canes Venatici II (dwarf galaxy)	Artist’s_impression_of_the_Milky_Way.jpg	The Milky Way Galaxy
Canes Venatici II (dwarf galaxy)	Symbol_portal_class.svg	Portal
Burns (community), Wisconsin	USA_Wisconsin_location_map.svg	Burns is located in Wisconsin
Burns (community), Wisconsin	Usa_edcp_location_map.svg	Burns is located in the United States
Bâton rouge (film)	Baton-rouge-bouchareb.jpg	Theatrical release poster
Brunoro II Zempeschi	Tomba_di_Brunoro_II.JPG	Tomb of Brunoro II Zampeschi
Charlie Bluff, Wisconsin	USA_Wisconsin_location_map.svg	Charlie Bluff, Wisconsin is located in Wisconsin
Charlie Bluff, Wisconsin	Usa_edcp_location_map.svg	Charlie Bluff, Wisconsin is located in the United States
Boğaziçi, Gaziantep	Turkey_adm_location_map.svg	Boğaziçi is located in Turkey
Bölme	Turkey_adm_location_map.svg	Bölme is located in Turkey
Canopy Flyer	USS_Canopy_Flyer.jpg	Logo
Canopy Flyer	Canopy_Flyer_entrance_and_station_(Universal_Studios_Singapore).jpg	The entrance and station of Canopy Flyer.
Bradley (community), Lincoln County, Wisconsin	USA_Wisconsin_location_map.svg	Bradley is located in Wisconsin
Bradley (community), Lincoln County, Wisconsin	Usa_edcp_location_map.svg	Bradley is located in the United States
Buena Vista, Grant County, Wisconsin	USA_Wisconsin_location_map.svg	Buena Vista is located in Wisconsin
Buena Vista, Grant County, Wisconsin	Usa_edcp_location_map.svg	Buena Vista is located in the United States
Buckley Bay, British Columbia	Canada_British_Columbia_location_map_2.svg	Buckley Bay is located in British Columbia
Buckley Bay, British Columbia	Buckley_Bay_ferry.jpg	Aerial view of Denman Island Ferry terminal at Buckley Bay
Cape Kater	Ant-pen-map-Whittle.PNG	Location of Whittle Peninsula in Graham Land, Antarctic Peninsula.
CERIA/COOVI metro station	Station_CERIA.jpg	CERIA/COOVI metro station
Cherokee, Wisconsin	USA_Wisconsin_location_map.svg	Cherokee, Wisconsin is located in Wisconsin
Cherokee, Wisconsin	Usa_edcp_location_map.svg	Cherokee, Wisconsin is located in the United States
Breezy Knoll, Wisconsin	USA_Wisconsin_location_map.svg	Breezy Knoll is located in Wisconsin
Breezy Knoll, Wisconsin	Usa_edcp_location_map.svg	Breezy Knoll is located in the United States
CSS Selma (1856)	USS_Metacomet_captures_CSS_Selma.jpg	Selma is captured by Metacomet
Capture of Lemnos (1912)	ImbrosTenedos.svg	Map of the northeastern Aegean Sea, showing the location of Lemnos in front of the Dardanelles
Capture of Lemnos (1912)	331_Μύρινα.JPG	View of the harbour and citadel of Myrina in 2013
Burke (community), Wisconsin	USA_Wisconsin_location_map.svg	Burke is located in Wisconsin
Burke (community), Wisconsin	Usa_edcp_location_map.svg	Burke is located in the United States
Chess at the 2005 Southeast Asian Games	Southeast_Asian_Games_2005_stamp_of_the_Philippines_Chess.jpg	Logo of chess at the 2005 Southeast Asian Games on a 2005 stamp of the Philippines
Broadview Township, Griggs County, North Dakota	USA_North_Dakota_location_map.svg	Broadview Township, North Dakota is located in North Dakota
Broadview Township, Griggs County, North Dakota	Map_of_North_Dakota_highlighting_Griggs_County.svg	Map of North Dakota highlighting Griggs County
Cargo spacecraft	Progress-HTV-Dragon-ATV_Cyngus_Cygnus-extended_Collage.jpg	A collage of automated cargo spacecraft used in the past or present to resupply the International Space Station
Cargo spacecraft	T_vs_X_diagram_of_hot_stream_(water)_and_cold_stream_(R11)_in_heat_exchanger.png	Graph generalizing process in a heat exchanger
Cargo spacecraft	First-ever_sequencing_of_DNA_in_space,_performed_by_Kate_Rubins_on_the_ISS._128f0462_sequencer_1.jpg	NASA astronaut Kathleen Rubins used a biomolecule sequencer in the first-ever sequencing of DNA in space
Caravia Baja	Flag_of_Asturias.svg	Flag of Asturias
Bursa rhodostoma	Bursa_rhodostoma_thomae.jpg	Apertural view of Bursa rhodostoma thomae (d’Orbigny, 1847) with operculum.
Brookside, Adams County, Wisconsin	USA_Wisconsin_location_map.svg	Brook-side is located in Wisconsin
Brookside, Adams County, Wisconsin	Usa_edcp_location_map.svg	Brook-side is located in the United States
Christine Harstad Schuff	Christine_Harstad_Schuff_performing_at_Hageteateret_in_August_2020.jpg	Musician performing at a show
Christine Harstad Schuff	Christoforos_Schuff_being_arrested_for_civil_disobedience_at_a_peaceful_protest_at_the_Norwegian_Parliament.jpg	Schuff being arrested following a demonstration at the Norwegian Parliament – April 2016
Carleton, Eden	Location_map_United_Kingdom_Eden.svg	Carleton is located in Eden
Carleton, Eden	Cumbria_UK_location_map.svg	Carleton is located in Cumbria
Carmel, Wisconsin	USA_Wisconsin_location_map.svg	Carmel, Wisconsin is located in Wisconsin
Carmel, Wisconsin	Usa_edcp_location_map.svg	Carmel, Wisconsin is located in the United States
Buğdaylı, Erzincan	Turkey_adm_location_map.svg	Buğdaylı is located in Turkey
Carpentier, Port-Salut, Haiti	Haiti_location_map.svg	Carpentier is located in Haiti
Buen día, Ramón	Buen_Día,_Ramón_poster.jpg	Film poster
Caroline County Sheriff's Office	Caroline_Dodge_Charger.jpg	A Caroline County Sheriff's Office Dodge Charger 'slick top' patrol vehicle. 
Canadian comfort cab	BNSF_Dash_9-44CW_5518.jpg	A BNSF GE Dash 9-44CW, a modern wide-nose locomotive
Canadian comfort cab	UP_6915.jpg	A Union Pacific DDA40X wide-nose locomotive
Canadian comfort cab	Santa_Fe_98.jpg	A Santa Fe FP45 wide-nose locomotive
Christopher Cook (writer)	ChristopherCook-RGB.jpg	Christopher Cook in circa 2000.
Carr House (Bretherton, Lancashire, England)	Carr_house_porch_2008.jpg	Carr House Porch, with the inscription above the door
Carr House (Bretherton, Lancashire, England)	Location_map_United_Kingdom_Borough_of_Chorley.svg	Carr House (Bretherton, Lancashire, England) is located in the Borough of Chorley
Carr House (Bretherton, Lancashire, England)	Winter_Hill_Main_Mast.jpg	Winter Hill main mast
Carter, Iron County, Wisconsin	USA_Wisconsin_location_map.svg	Carter is located in Wisconsin
Carter, Iron County, Wisconsin	Usa_edcp_location_map.svg	Carter is located in the United States
Christopher Warner (clergy)	Rev-christopher-warner.jpg	Bishop-Elect Chris Warner marching with Anglicans for Life at the 2023 March for Life in Washington, D.C.
Church of Our Lady of Penha	Igreja_Nossa_Senhora_da_Penha_Salvador_2018-2.jpg	Facade of Church of Our Lady of Penha
Church of Our Lady of Penha	Brazil_location_map.svg	Church of Our Lady of Penha is located in Brazil
Carrefour Meridien, Torbeck, Haiti	Haiti_location_map.svg	Carrefour Maridien is located in Haiti
Carte Blanche (1955 NATO exercise)	Map_of_countries_participating_in_1955_NATO_field_exercise_Carte_Blanche.jpg	"1955 NATO field exercise Carte Blanche area outlined in yellow; red ""R"" is attacker's headquarters, blue ""B"" is defender's headquarters. Area within France is approximate."
Canonical faculties	Scale_of_justice,_canon_law.svg	Scale of justice
City Municipality of Maribor	Coat_of_arms_of_Maribor_(2020).svg	Coat of arms of City Municipality of Maribor
City Municipality of Maribor	Karte_Maribor_si.png	Location of the City Municipality of Maribor in Slovenia
City Municipality of Maribor	Mestna_občina_Maribor_-_naselja.jpg	Settlements in the City Municipality of Maribor
City Municipality of Maribor	Karte_Maribor_si.png	The location of the City Municipality of Maribor
City Municipality of Maribor	Maribor_09.JPG	Maribor
Caspar de Robles	BattleOfHeiligerlee.jpg	Battle of Heiligerlee
Caspar de Robles	Harlingen_stenen_man.jpg	Stenen Man monument
Byelaye Vozyera	Belaye_(White)_Lake.jpg	Belaye Lake, the main attraction of the place.
Byelaye Vozyera	Belarus_adm_location_map.svg	Belaye Vozera is located in Belarus
Cardiff Bay Visitor Centre (The Tube)	Cardiff_Bay_visitor_centre_-_geograph.org.uk_-_832145.jpg	The Tube in 2008
Cardiff Bay Visitor Centre (The Tube)	Demolition_of_The_Tube,_Cardiff_Bay_geograph-2089559-by-Gareth-James.jpg	The Tube during demolition in September 2011
